Product_ID,Category,Sub_Category,Description_EN,Production_Cost
10934,Masculine,T-shirts and Polos,Sports Lilac Satin With Ruffles,13.35
10935,Masculine,Shirts,Male Viscose Shirt,6.67
10936,Masculine,Pants and Jeans,Jeans Masculino Stretch,18.02
10937,Masculine,Suits and Blazers,Men'S Blazer Of Wool With Details Of Buckles,23.74
10938,Masculine,Sportswear,Men'S T -Shirt With Armored Sewing For Exercise,12.34
10939,Masculine,Underwear and Pajamas,Men'S Underwear Lightweight Fabric For Extra Comfort,7.02
10940,Masculine,Accessories,Jacquard Men'S Seda Tie,9.57
10941,Children,Baby (0-12 months),Vintage Velvet Silver With Buttons,10.98
10942,Children,"Girl and Boy (1-5 years, 6-14 years)",High-Tech Neutral Jeans With Zipper,7.81
10943,Children,Coats,Luxurious Red Leather With Zipper,23.02
10944,Children,Sweaters,Children'S Jersey With Hand -Embroidered Patch,10.7
10945,Children,Pajamas,Kids Satin Pajama With Loop Details,14.49
10946,Children,Accessories,Child Toothbrush With Mouth Protector,3.26
10947,Feminine,Coats and Blazers,Vintage Blue Wool,9.96
10948,Feminine,Sweaters and Knitwear,Streetwear Green Velvet With Zipper,17.35
10949,Feminine,Dresses and Jumpsuits,Formal Blue Polyester With Fringes,16.32
10950,Feminine,Shirts and Blouses,Pima Women'S Women'S Blouse,13.76
10951,Feminine,T-shirts and Tops,Women'S T-Shirt With Bird Stamp,16.69
10952,Feminine,Pants and Jeans,Straight Pants With Shredded Bar,10.83
10953,Feminine,Skirts and Shorts,Men'S Jeans With Premium Destroyed Effect,13.25
10954,Feminine,Suits and Sets,Fair Fabric Blous,59.9
10955,Feminine,Sportswear,Yoga Pants With Waistline,8.85
10956,Feminine,Lingerie and Pajamas,Lace Jersey With Frill Detail In The Bar,3.72
10957,Feminine,Accessories,Women'S Backpack With Zipper,7.04
10958,Masculine,Coats and Blazers,Stripped White Polyester With Buttons,26.66
10959,Masculine,Sweaters and Sweatshirts,High-Tech Turquoise Leather With Pockets,15.69
10960,Masculine,T-shirts and Polos,Punk Velvet Mustard With Pockets,11.81
10961,Masculine,Shirts,Casual Shirt With Italian Collar,3.28
10962,Masculine,Pants and Jeans,Men'S Pants With Plaid Print,27.54
10963,Masculine,Suits and Blazers,Masculine Linen Of Linen For Hot Climate With Round Collar,57.76
10964,Masculine,Sportswear,Men'S Soccer Shorts With Side Openings,7.68
10965,Masculine,Underwear and Pajamas,Male Pajama With Geometric Print And Comfortable Pants,7.14
10966,Masculine,Accessories,Male Leather Backpack And Canvas Fabric,3.75
10967,Children,Baby (0-12 months),Punk Polyester Silver With Muffles,8.95
10968,Children,"Girl and Boy (1-5 years, 6-14 years)",High-Tech Tricot Blue With Ruffles,10.33
10969,Children,Coats,Classic Silky Padded Mustard,15.66
10970,Children,Sweaters,Kids Knitting Jersey With Pompom In Front,16.63
10971,Children,Pajamas,Children'S Cotton Pajama With Carousel Design,17.58
10972,Children,Accessories,Children'S Superhero Mask With Personalized Adjustment,8.43
10973,Feminine,Coats and Blazers,Punk Linen Beige With Buttons,19.8
10974,Feminine,Sweaters and Knitwear,Classic Yellow Cotton With Ruffles,8.62
10975,Feminine,Dresses and Jumpsuits,Casual Denim Dourado Padded,10.37
10976,Feminine,Shirts and Blouses,Hand -Embroidered Female Blouse,6.01
10977,Feminine,T-shirts and Tops,Cropped Tricot Top With Viscose Details,14.4
10978,Feminine,Pants and Jeans,Jeans With Elastic Waist,27.63
10979,Feminine,Skirts and Shorts,Midi Plissada Women Skirt,14.05
10980,Feminine,Suits and Sets,Silk Blouse And Godê Style Skirt,35.02
10981,Feminine,Sportswear,Female Fitness Blouse With Adjusted Modeling,24.57
10982,Feminine,Lingerie and Pajamas,Body Lingerie Of Cotton With Long Sleeve,8.43
10983,Feminine,Accessories,Bandana Printed For Hair,13.08
10984,Masculine,Coats and Blazers,Red Tricot Retro With Fringes,18.97
10985,Masculine,Sweaters and Sweatshirts,Golden Tricot Executive,19.15
10986,Masculine,T-shirts and Polos,Classic White Silk With Fringes,1.76
10987,Masculine,Shirts,Long Sleeve Shirt With Adjustable Wrist,6.35
10988,Masculine,Pants and Jeans,Classic Men'S Jeans,18.03
10989,Masculine,Suits and Blazers,Slim Fit Men'S Blazer With Cord Detail,28.37
10990,Masculine,Sportswear,Men'S Leggings For Long Running,21.01
10991,Masculine,Underwear and Pajamas,Pure Cotton Men'S Boxer With Clean Design,7.38
10992,Masculine,Accessories,Men'S Leather Keychain With Metal Detail,3.87
10993,Children,Baby (0-12 months),Sports Green Satin Printed,16.06
10994,Children,"Girl and Boy (1-5 years, 6-14 years)",High-Tech Lilac Satin With Zipper,16.24
10995,Children,Coats,Boho Red Suede With Buttons,15.53
10996,Children,Sweaters,Children'S Jersey With Zipper Closure And High Collar,15.47
10997,Children,Pajamas,Kid Of Knitting Pajama With Textured Details,10.54
10998,Children,Accessories,Children'S Sock With Fun Fruit Print,6.41
10999,Feminine,Coats and Blazers,High-Tech Blue Silk With Fringes,5.54
11000,Feminine,Sweaters and Knitwear,Stripped Burly Silk With Zipper,9.62
11001,Feminine,Dresses and Jumpsuits,Green Sudden Punk With Glitter,28.82
11002,Feminine,Shirts and Blouses,Viscose Blouse With Tropical Print,8.68
11003,Feminine,T-shirts and Tops,Women'S T-Shirt Canelado Style With Long Sleeve,3.02
11004,Feminine,Pants and Jeans,Cotton Pants With Plaid Print,13.51
11005,Feminine,Skirts and Shorts,Printed Long Skirt,9.95
11006,Feminine,Suits and Sets,Short -Sleeved Blouse And Long Velvet Skirt,16.47
11007,Feminine,Sportswear,Top Set And High Compression Pants,13.83
11008,Feminine,Lingerie and Pajamas,Lace Lingerie Set With Lace Panties,11.4
11009,Feminine,Accessories,Crystal Tiara For Hair,5.48
11010,Masculine,Coats and Blazers,Luxurious Turquoise Satin With Glitter,46.94
11011,Masculine,Sweaters and Sweatshirts,Smooth Black Wool Sports,29.53
11012,Masculine,T-shirts and Polos,Executive Denim Mustard With Glitter,19.33
11013,Masculine,Shirts,Men'S Round Collar Shirt,18.56
11014,Masculine,Pants and Jeans,Slim Fit Men'S Pants With Elastic,9.53
11015,Masculine,Suits and Blazers,Male Fact With Built -In Pocket Detail,33.12
11016,Masculine,Sportswear,Softshell Male Jacket For Outdoor Training,3.96
11017,Masculine,Underwear and Pajamas,Male Cotton Pajama With Long Sleeve Shirt,12.89
11018,Masculine,Accessories,Men'S Necklace With Silver Cross Pendant,8.71
11019,Children,Baby (0-12 months),High-Tech Lilac Suede With Ruffles,16.41
11020,Children,"Girl and Boy (1-5 years, 6-14 years)",Red Satin Sports With Glitter,27.25
11021,Children,Coats,Casual Denim Rosa Com Glitter,25.21
11022,Children,Sweaters,Children'S Sweater Of Organic Cotton With Tropical Print,26.19
11023,Children,Pajamas,Children'S Pajama With Rainbow And Stars Illustration,5.75
11024,Children,Accessories,Children'S Plush Doll With Clothing Style,2.99
11025,Feminine,Coats and Blazers,Executive Jeans Pink Smooth,32.15
11026,Feminine,Sweaters and Knitwear,Boho Nylon Lilás Com Zíper,25.08
11027,Feminine,Dresses and Jumpsuits,Classic Padded Turquoise Satin,20.05
11028,Feminine,Shirts and Blouses,Women'S Slim Fit Social Shirt,11.03
11029,Feminine,T-shirts and Tops,Knitted Top With Psychedelic Print,8.01
11030,Feminine,Pants and Jeans,Soft Fabric Jeans,12.49
11031,Feminine,Skirts and Shorts,Short Cotton Skirt,12.39
11032,Feminine,Suits and Sets,Ticot Blouse Set And Short Skirt Of Printed Fabric,14.79
11033,Feminine,Sportswear,Women'S Running Bra,3.09
11034,Feminine,Lingerie and Pajamas,Hooded Sweatshirt And Colorful Details,17.68
11035,Feminine,Accessories,Hair Buckles With Stones,11.21
11036,Masculine,Coats and Blazers,Vintage Jeans Pink Print,29.51
11037,Masculine,Sweaters and Sweatshirts,Streetwear Mustard Wool With Zipper,21.58
11038,Masculine,T-shirts and Polos,High-Tech Green Velvet With Hood,16.65
11039,Masculine,Shirts,Men'S Tricoline Shirt,11.81
11040,Masculine,Pants and Jeans,Dark Male Jeans Of High Waist,19.19
11041,Masculine,Suits and Blazers,Men'S Blazer Tweed Style For Cold Climate,42.37
11042,Masculine,Sportswear,Men'S T -Shirt Performance With Opening On The Back,18.49
11043,Masculine,Underwear and Pajamas,Men'S Sleep T -Shirt Of Organic Cotton,6.73
11044,Masculine,Accessories,Men'S Wooden Bracelet With Steel Details,5.66
11045,Children,Baby (0-12 months),Sports Wool Mustard With Loop,6.67
11046,Children,"Girl and Boy (1-5 years, 6-14 years)",Sport Seda Bordô With Fringes,14.34
11047,Children,Coats,Punk Emberded Yellow Satin,7.76
11048,Children,Sweaters,Velvet Children'S Sweater With Illustration Of Cadening Stars,9.98
11049,Children,Pajamas,Lightweight Mesh Children'S Pajama With Small Hearts Embroidery,7.89
11050,Children,Accessories,Child Identification Card For Tours,5.52
11051,Feminine,Coats and Blazers,Classic Smooth Yellow Velvet,21.39
11052,Feminine,Sweaters and Knitwear,Punk Lilac Wool With Glitter,31.1
11053,Feminine,Dresses and Jumpsuits,Modern Smooth Yellow Satin,24.09
11054,Feminine,Shirts and Blouses,Female Sweatshirt,18.02
11055,Feminine,T-shirts and Tops,Women'S Long-Sleeved T-Shirt With Round Collar,18.21
11056,Feminine,Pants and Jeans,High Waist Flare Pants,30.11
11057,Feminine,Skirts and Shorts,Synthetic Leather Skirt,7.21
11058,Feminine,Suits and Sets,Gypsy Style Blouse And Midi Skirt With Belt,37.85
11059,Feminine,Sportswear,Women'S Long Sleeve Dry Fit T -Shirt,5.46
11060,Feminine,Lingerie and Pajamas,Lace Bra With Fringed Details,7.01
11061,Feminine,Accessories,Bangs,9.62
11062,Masculine,Coats and Blazers,Turquoise High-Tech With Pockets,36.4
11063,Masculine,Sweaters and Sweatshirts,Formal Smooth Pink Satin,17.51
11064,Masculine,T-shirts and Polos,Classic Yellow Wool With Pockets,7.34
11065,Masculine,Shirts,Casual Cotton Shirt With Pocket On The Chest,9.92
11066,Masculine,Pants and Jeans,Men'S Pants With Shaved Detail,6.16
11067,Masculine,Suits and Blazers,Male Fact Of Rigid Fabric For Sophisticated Look,40.01
11068,Masculine,Sportswear,Men'S Swimming Shorts With Sun Protection,10.0
11069,Masculine,Underwear and Pajamas,Men'S Microfiber Boxer For Comfort All Day,22.26
11070,Masculine,Accessories,Men'S Cotton Socks With Colorful Details,11.29
11071,Children,Baby (0-12 months),High-Tech Neutral Cotton With Hood,13.27
11072,Children,"Girl and Boy (1-5 years, 6-14 years)",Stripped Nylon With Hood,16.41
11073,Children,Coats,Boho Jeans Embroidered Branco,16.86
11074,Children,Sweaters,Thick Wool Children'S Jersey With Balloon Sleeves,7.08
11075,Children,Pajamas,Children'S Pajama Of Flannel With Traditional Plaid Print,14.09
11076,Children,Accessories,Children'S Tiara With Colorful Stripes Print,3.7
11077,Feminine,Coats and Blazers,Sports Wool Mustard With Loop,27.0
11078,Feminine,Sweaters and Knitwear,Streetwear Red Leather,15.34
11079,Feminine,Dresses and Jumpsuits,Stripped Yellow Jacquard With Glitter,32.04
11080,Feminine,Shirts and Blouses,Shirt With Geometric Print,2.38
11081,Feminine,T-shirts and Tops,Cotton Top With Embroidered Collar Detail,7.75
11082,Feminine,Pants and Jeans,Light Fabric Pants With Floral Stamp,14.59
11083,Feminine,Skirts and Shorts,Female Jeans Skirt,3.71
11084,Feminine,Suits and Sets,Cotton Blouse Set With Fake Leather Skirt,29.84
11085,Feminine,Sportswear,Top Of Female Aquatic Activities,9.37
11086,Feminine,Lingerie and Pajamas,Women'S Cotton Pajama With Tropical Print Details,7.09
11087,Feminine,Accessories,Pendant Balance For Necklace,12.0
11088,Masculine,Coats and Blazers,Smooth Blue Wool Executive,11.19
11089,Masculine,Sweaters and Sweatshirts,Modern Yellow Jeans With Buttons,4.59
11090,Masculine,T-shirts and Polos,Streetwear Blue Denim With Loop,21.77
11091,Masculine,Shirts,Men'S Striped Fabric Shirt,6.64
11092,Masculine,Pants and Jeans,Claro Men'S Jeans With Shredded Bar,46.98
11093,Masculine,Suits and Blazers,Men'S Blazer Formal Style With Goal In V,11.36
11094,Masculine,Sportswear,Menu Pants With Adjusted Wrists,11.09
11095,Masculine,Underwear and Pajamas,Male Soft Fabric Pajamas With Folhary Print,17.01
11096,Masculine,Accessories,Male Leather Belt Formal Style With Square Buckle,3.48
11097,Children,Baby (0-12 months),Vintage Neutral Velvet With Fringes,11.57
11098,Children,"Girl and Boy (1-5 years, 6-14 years)",Boho Yellow Lace With Loop,13.91
11099,Children,Coats,Nylon Silver With Buttons,9.46
11100,Children,Sweaters,Plucked Children'S Sweatshirt With Tape Detail,13.37
11101,Children,Pajamas,Kids Pajama With Aviocuzinhos Print,15.95
11102,Children,Accessories,Children'S Belt With Superhero Characters,7.37
11103,Feminine,Coats and Blazers,Stripped White Polyester With Glitter,18.65
11104,Feminine,Sweaters and Knitwear,High-Tech Turquoise Lace With Hood,7.85
11105,Feminine,Dresses and Jumpsuits,Modern Padded Black Polyester,6.16
11106,Feminine,Shirts and Blouses,Women'S Bat Mango Blouse,24.17
11107,Feminine,T-shirts and Tops,Viscose T-Shirt With Colorful Floral Print,6.83
11108,Feminine,Pants and Jeans,Women'S Skinny Pants With Reinforced Sewing,7.9
11109,Feminine,Skirts and Shorts,Evasê Skirt With High Waist,15.24
11110,Feminine,Suits and Sets,Linen Blouse With Midi Skirt And Buttons Detail,18.0
11111,Feminine,Sportswear,Female Stamped Legging For Physical Activities,17.44
11112,Feminine,Lingerie and Pajamas,Silk Jersey With Buttons Details,7.93
11113,Feminine,Accessories,Female Choker With Stones,12.88
11114,Masculine,Coats and Blazers,Casual Blue Satin Printed,14.13
11115,Masculine,Sweaters and Sweatshirts,Luxurious Yellow Suede With Pockets,17.74
11116,Masculine,T-shirts and Polos,Sports Tricot Neutral With Hood,11.05
11117,Masculine,Shirts,Men'S Oxford Style Shirt,18.75
11118,Masculine,Pants and Jeans,Men'S Cotton And Polyester Pants,4.75
11119,Masculine,Suits and Blazers,Male Fact With Clean Cut And Minimalist Design,72.05
11120,Masculine,Sportswear,High Performance Men'S Training T -Shirt,9.31
11121,Masculine,Underwear and Pajamas,Cool Fabric Boxer Male Underwear For Softness,10.19
11122,Masculine,Accessories,Male Sunglasses With Polarized Lenses And Modern Design,5.94
11123,Children,Baby (0-12 months),Punk Nylon Green With Ruffles,14.83
11124,Children,"Girl and Boy (1-5 years, 6-14 years)",Blue Suede Casual With Hood,12.48
11125,Children,Coats,Lilac Leather Retro With Ruffles,5.25
11126,Children,Sweaters,Kids Cotton Sweater With Printed Raglan Sleeves,5.81
11127,Children,Pajamas,Pijama Infantil De Soft Peluciado Com Manga Longa,15.91
11128,Children,Accessories,Children'S Pajama Of Flannel With Buttons And Bear Theme,7.73
11129,Feminine,Coats and Blazers,Classic White Jacquard With Loop,10.44
11130,Feminine,Sweaters and Knitwear,Boho Jacquard Green With Ruffles,6.95
11131,Feminine,Dresses and Jumpsuits,Formal Blue Denim Printed,11.96
11132,Feminine,Shirts and Blouses,Silk Shirt With Front Loop,6.49
11133,Feminine,T-shirts and Tops,Top Of Silk With Ruffle Detail,10.91
11134,Feminine,Pants and Jeans,Women'S Sweatshirt Pants,4.73
11135,Feminine,Skirts and Shorts,Female Asymmetrical Skirt,5.37
11136,Feminine,Suits and Sets,Set Of Silk Blouse And Slim Tailoring Pants,22.99
11137,Feminine,Sportswear,Women'S Tennis Skirt With Lining,4.53
11138,Feminine,Lingerie and Pajamas,Cotton Lingerie Set With High -Waisted Panties,6.36
11139,Feminine,Accessories,Suede Shoulder Bag,0.65
11140,Masculine,Coats and Blazers,Boho Silk Mustard With Zipper,10.09
11141,Masculine,Sweaters and Sweatshirts,Retro Denim Pink With Bow,18.32
11142,Masculine,T-shirts and Polos,Vintage Cotton Beige With Pockets,23.54
11143,Masculine,Shirts,Men'S Sleeve Shirt,5.6
11144,Masculine,Pants and Jeans,Male Jeans With Low Waist,40.41
11145,Masculine,Suits and Blazers,Men'S Blazer With Opposite Fabric Details,46.61
11146,Masculine,Sportswear,Men'S Sweatshirt For Outdoor Sports,6.37
11147,Masculine,Underwear and Pajamas,Short Male Pajama With Overeatable Cotton Fabric,13.29
11148,Masculine,Accessories,Men'S Wristwatch With Classic Leather Bracelet,10.83
11149,Children,Baby (0-12 months),Turquoise Boho With Lace,7.26
11150,Children,"Girl and Boy (1-5 years, 6-14 years)",Vintage Neutral Cotton With Buttons,23.21
11151,Children,Coats,Blue Polyester Sports With Buttons,24.15
11152,Children,Sweaters,Children'S Jersey With Monster Hood And Embroidered Eyes,9.92
11153,Children,Pajamas,Short Children'S Pajama Of Organic Cotton With Buttons,10.27
11154,Children,Accessories,Inflatable Children'S Vest With Turtle Design,14.64
11155,Feminine,Coats and Blazers,High-Tech Red Linen With Glitter,14.32
11156,Feminine,Sweaters and Knitwear,Vintage Red Velvet With Pockets,10.02
11157,Feminine,Dresses and Jumpsuits,Punk Velvet Mustard With Ruffles,19.28
11158,Feminine,Shirts and Blouses,Cropped Shredded Blouse,8.67
11159,Feminine,T-shirts and Tops,Short-Sleeved Female T-Shirt With Collar V,22.99
11160,Feminine,Pants and Jeans,Jeans With Built -In Pocket,27.54
11161,Feminine,Skirts and Shorts,Tulle Skirt With High Waist,9.74
11162,Feminine,Suits and Sets,Crochet Blouse With Linen Midi Skirt,41.98
11163,Feminine,Sportswear,Women'S Fitness Pants With Side Pockets,14.45
11164,Feminine,Lingerie and Pajamas,Cotton Bra With Removable Straps,5.88
11165,Feminine,Accessories,Short Boot With Details,3.45
11166,Masculine,Coats and Blazers,Streetwear Nylon Turquoise With Fringes,24.9
11167,Masculine,Sweaters and Sweatshirts,Modern White Silk With Pockets,16.89
11168,Masculine,T-shirts and Polos,Streetwear Bord Sattin With Glitter,14.65
11169,Masculine,Shirts,Casual Shirt With Pesponto Detail,14.47
11170,Masculine,Pants and Jeans,Men'S Pants With Built -In Pocket,10.12
11171,Masculine,Suits and Blazers,Male Fact Slim Fit With Embroidered Lapel Detail,25.54
11172,Masculine,Sportswear,Men'S Crossfit Compression Shorts,7.1
11173,Masculine,Underwear and Pajamas,Men'S T -Shirt With Simple Print,11.9
11174,Masculine,Accessories,Slim Men'S Carton Holder With Minimalist Design,1.2
11175,Children,Baby (0-12 months),Formal Yellow Suede With Pockets,6.43
11176,Children,"Girl and Boy (1-5 years, 6-14 years)",Modern White Lace With Ruffles,11.51
11177,Children,Coats,Streetwear Red Polyester Embroidered,7.77
11178,Children,Sweaters,Kidshore Swing Kids Swing,12.93
11179,Children,Pajamas,Children'S Pajama With Sleeping Kittens,5.94
11180,Children,Accessories,Children'S Garland With Vibrant Colors For Parties,7.72
11181,Feminine,Coats and Blazers,Beast,25.84
11182,Feminine,Sweaters and Knitwear,Vintage Nylon Padded Mustard,28.89
11183,Feminine,Dresses and Jumpsuits,Boho Green Cotton With Zipper,26.53
